omitted_year,k,estimate,std_error,lower_95,upper_95,p_value,tau2,Q,Q_p_value,I2_percent,prediction_interval_lower,prediction_interval_upper
2021,4,0.7101704870112594,0.21174274566934795,0.03631056838521496,1.3840304056373038,0.0439305342422387,0.1370751247929483,14.537846410118716,0.0022573768279359487,81.73390300797298,-0.6471722058079149,2.0675131798304336
2022,4,0.8671521919485371,0.09519260188990213,0.564206847773675,1.1700975361233992,0.002795549625017841,0.014608231617789019,4.135658415652536,0.24718316484122607,33.33776847463579,0.3775324082534145,1.3567719756436598
2023,4,0.6110758006532069,0.17546728311573953,0.052660593803351086,1.1694910075030627,0.03998109275525452,0.07232863745219734,7.835029975480275,0.049547060983142856,63.94228150504186,-0.41086813845441306,1.6330197397608268
2024,4,0.7118698078655775,0.21441279646360226,0.02951259595443856,1.3942270197767166,0.04505105591238706,0.14139330367865152,14.238061529151208,0.002598383465270539,80.06478724183161,-0.6656779128558169,2.089417528586972
2025,4,0.6583035957764,0.2002602461696313,0.020986115258650795,1.2956210762941491,0.046173658832770206,0.12284183948006862,14.383687535023524,0.0024267913889746535,80.01414458014943,-0.6263408525532733,1.9429480441060734
